0 2.28018 0.559803 0.0591497 0 0 0.658147 1.07921 0.0138889 0 
2.28018 0 0.739336 0.131579 0 0 0.303797 0.534606 0 0 
0.559803 0.739336 0 0.993151 0 0 0.281167 0.812165 0 0 
0.0591497 0.131579 0.993151 0 0 0 0 0 0 0 
0 0 0 0 0 0.421053 0 0 0 0 
0 0 0 0 0.421053 0 0 0 0 0 
0.658147 0.303797 0.281167 0 0 0 0 2.19251 0.0140845 0 
1.07921 0.534606 0.812165 0 0 0 2.19251 0 0 0 
0.0138889 0 0 0 0 0 0.0140845 0 0 2.03077 
0 0 0 0 0 0 0 0 2.03077 0 
